Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Label_Human,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"NEURATH, AR; STASNY, JT; RUBIN, BA",,,,"NEURATH, AR; STASNY, JT; RUBIN, BA",,,DISRUPTION OF ADENOVIRUS TYPE-7 BY LITHIUM IODIDE RESULTING IN RELEASE OF VIRAL DEOXYRIBONU CLEIC ACID,JOURNAL OF VIROLOGY,,,English,Article,,,,,,,,,,,,,,,,,,,,23,9,14,0,0,AMER SOC MICROBIOLOGY,WASHINGTON,"1325 MASSACHUSETTS AVENUE, NW, WASHINGTON, DC 20005-4171",0022-538X,,,J VIROL,J. Virol.,,1970,5,2,,,,,173,&,,10.1128/JVI.5.2.173-178.1970,http://dx.doi.org/10.1128/JVI.5.2.173-178.1970,,,0,Virology,Science Citation Index Expanded (SCI-EXPANDED),Virology,F3785,4988267,"Green Submitted, Bronze",,,2026-05-19,WOS:A1970F378500009,View Full Record in Web of Science
J,"Mu, D; Ren, HY; Wang, C; Yue, XP; Du, JB; Ghadimi, P",,,,"Mu, Dong; Ren, Huanyu; Wang, Chao; Yue, Xiongping; Du, Jianbang; Ghadimi, Pezhman",,,Structural characteristics and disruption ripple effect in a meso-level electric vehicle Lithium-ion battery supply chain network,RESOURCES POLICY,,,English,Article,,,,,,EV Lithium-ion batteries; Complex network; Supply chain; Structural characteristics; Disruption ripple effect,SUBSTANCE FLOW-ANALYSIS; SOCIAL NETWORKS; MAINLAND CHINA; RESILIENCE; EVOLUTION; TRADE; VULNERABILITY; MANAGEMENT; SYSTEMS,,"Lithium-ion batteries (LIBs) have attracted widespread attention due to their crucial role in determining the performance of electric vehicles (EVs). The global EV LIB supply chain network is susceptible to disruptions as the activities of relevant firms are increasingly international, intricate, and interdependent. Existing research on the disruption risks in the EV LIB supply chain network is limited, and the detected threats rely on macro-level analyses of international trade data. To fill this gap, this study constructs a meso-level EV LIB supply chain network based on the supplier-buyer relationship data of significant EV LIB firms from 2016 to 2020. The hidden disruption risks are investigated regarding supply chain network structural characteristics and disruption ripple effects. First, the evolution of critical structural characteristics of the EV LIB supply network is presented to identify the systematic disruption risks. Second, the scale and persistence of the disruption ripple effect in two realistic scenarios, i.e., single-firm disruption and interfirm transaction breakdown, are dynamically assessed. The results show that the global EV LIB supply chain network has a hub-and-spoke structure with a robust yet fragile characteristic and is dominated by focal battery manufacturers from China, Japan, and South Korea. In addition, hidden risky sources among EV LIB firms and interfirm transactions are identified. The results can support EV LIB-related firms by better understanding the supply chain network characteristics to cope with the ripple effects of disruptions.","[Mu, Dong; Ren, Huanyu; Yue, Xiongping] Beijing Jiaotong Univ, Sch Econ & Management, Beijing, Peoples R China; [Wang, Chao] Beijing Univ Technol, Coll Econ & Management, Res Base Beijing Modern Mfg Dev, Beijing, Peoples R China; [Du, Jianbang] Texas A&M Univ Transportat Inst, Bryan, TX 77807 USA; [Ghadimi, Pezhman] Univ Coll Dublin, Sch Mech & Mat Engn, Lab Adv Mfg Simulat & Robot, Dublin 4, Ireland",Beijing Jiaotong University; Beijing University of Technology; University College Dublin,"Ren, HY (corresponding author), Beijing Jiaotong Univ, Sch Econ & Management, Beijing, Peoples R China.",19113044@bjtu.edu.cn,"Du, Jianbang/AAJ-5039-2021","Du, Jianbang/0000-0003-4960-3155; Yue, Xiongping/0000-0002-8223-3099; Ghadimi, Pezhman/0000-0003-0153-9035; Ren, Huanyu/0000-0001-5127-8721",National Natural Science Foundation of China; [72172012]; [72071006],National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); ;,Acknowledgment Financial support was provided by the National Natural Science Foundation of China (72172012 and 72071006) .,,61,36,41,21,214,ELSEVIER SCI LTD,London,"125 London Wall, London, ENGLAND",0301-4207,1873-7641,,RESOUR POLICY,Resour. Policy,JAN,2023,80,,,,,,,,103225,10.1016/j.resourpol.2022.103225,http://dx.doi.org/10.1016/j.resourpol.2022.103225,,DEC 2022,15,Environmental Studies,Social Science Citation Index (SSCI),Environmental Sciences & Ecology,7F0UM,,,,,2026-05-19,WOS:000901572600001,View Full Record in Web of Science
J,"Volk, K; Baranovskaya, I; Cherezova, A; Buncha, V; Alexander, S",,,,"Volk, Kevin; Baranovskaya, Irina; Cherezova, Alena; Buncha, Vadym; Alexander, Sati",,,Lithium -Induced Disruption of Intracellular Ca2+ Balance in the Collecting Duct Intercalated Cells Contributes to Metabolic Acidosis in Mice,PHYSIOLOGY,,,English,Meeting Abstract,American Physiology Summit Meeting,"APR 04-07, 2024","Long Beach, CA",,,,,,,,,,,,,NIDDK [R01DK125464],NIDDK(United States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Institute of Diabetes & Digestive & Kidney Diseases (NIDDK)),NIDDK R01DK125464.,,0,0,0,0,0,AMER PHYSIOLOGICAL SOC,Rockville,"6120 Executive Blvd, Suite 600, Rockville, MD, UNITED STATES",1548-9213,1548-9221,,PHYSIOLOGY,Physiology,MAY,2024,39,,,1,,,,,,10.1152/physiol.2024.39.S1.2212,http://dx.doi.org/10.1152/physiol.2024.39.S1.2212,,,2,Physiology,Science Citation Index Expanded (SCI-EXPANDED); Conference Proceedings Citation Index - Science (CPCI-S),Physiology,YS6V1,,,,,2026-05-19,WOS:001270523603370,View Full Record in Web of Science
J,"Sizyuk, V; Hassanein, A",,,,"Sizyuk, Valeryi; Hassanein, Ahmed",,,Integrated models to study the impact of ELMs and disruptions on lithium in the NSTX divertor,JOURNAL OF NUCLEAR MATERIALS,,,English,Article; Proceedings Paper,19th International Conference on Plasma-Surface Interactions in Controlled Fusion Devices (PSI),"MAY 24-28, 2010","Univ Calif, Gen Atom, San Diego, CA",Lawrence Livermore Natl Lab,"Univ Calif, Gen Atom",,EXPLORATION,,"Lithium as a potential plasma-facing material has many attractive features including a reduction in recycling of hydrogenic species and ability to withstand high heat and neutron fluxes in fusion reactors. Recent analysis of the National Spherical Torus experiment (NSTX) device has shown significant and recurring benefits of lithium coatings on plasma-facing components performance. To self-consistently study the performance of lithium divertor during ELMs and disruptions in NSTX, integrated multi-fluid and multi-dimensional models are being developed based on HEIGHTS simulation package that address and combine several areas from the bulk plasma energy released to the magneto-hydrodynamic evolution and production of lithium plasma in the complex magnetic field structure. The simulation showed the importance of the 3D geometrical effects on divertor erosion dynamics. Lithium expansion in divertor and SOL areas may potentially cause bulk plasma contamination during high power ELMs. (C) 2010 Elsevier B.V. All rights reserved.","[Sizyuk, Valeryi; Hassanein, Ahmed] Purdue Univ, Sch Nucl Engn, W Lafayette, IN 47907 USA",Purdue University System; Purdue University,"Sizyuk, V (corresponding author), Purdue Univ, Sch Nucl Engn, 400 Cent Dr, W Lafayette, IN 47907 USA.",vsizyuk@purdue.edu; hassanein@purdue.edu,,"Hassanein, Ahmed/0009-0004-5263-7801; Sizyuk, Valeryi/0000-0002-6406-2572",,,,,22,7,7,1,11,ELSEVIER,AMSTERDAM,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",0022-3115,1873-4820,,J NUCL MATER,J. Nucl. Mater.,AUG 1,2011,415,1,,S,,,S881,S885,,10.1016/j.jnucmat.2010.11.080,http://dx.doi.org/10.1016/j.jnucmat.2010.11.080,,,5,"Materials Science, Multidisciplinary; Nuclear Science & Technology",Science Citation Index Expanded (SCI-EXPANDED); Conference Proceedings Citation Index - Science (CPCI-S),Materials Science; Nuclear Science & Technology,862XT,,,,,2026-05-19,WOS:000298128100202,View Full Record in Web of Science
J,"Federoff, M; McCarthy, MJ",,,,"Federoff, Monica; McCarthy, Michael J.",,,Sleep and circadian rhythm disruption is corrected by lithium in a case of bipolar disorder with familial BRCA1 mutation,BIPOLAR DISORDERS,,,English,Editorial Material,,,,,,,,,,"[Federoff, Monica; McCarthy, Michael J.] Univ Calif San Diego, Dept Psychiat, La Jolla, CA 92093 USA; [McCarthy, Michael J.] Vet Affairs San Diego Healthcare Syst, Mental Hlth Serv, San Diego, CA USA",University of California System; University of California San Diego; US Department of Veterans Affairs; Veterans Health Administration (VHA); VA San Diego Healthcare System,"McCarthy, MJ (corresponding author), VA San Diego, 3350 La Jolla Village Dr MC116A, San Diego, CA 92161 USA.",mmccarthy@ucsd.edu,"McCarthy, Michael/K-9302-2017","McCarthy, Michael/0000-0001-6219-4945; Federoff, Monica/0000-0002-7920-2136",BLRD VA [I01 BX003431] Funding Source: Medline,BLRD VA,,,5,5,5,0,6,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",1398-5647,1399-5618,,BIPOLAR DISORD,Bipolar Disord.,FEB,2021,23,1,,,,,101,103,,10.1111/bdi.13014,http://dx.doi.org/10.1111/bdi.13014,,OCT 2020,3,Clinical Neurology; Neurosciences; Psychiatry,Science Citation Index Expanded (SCI-EXPANDED),Neurosciences & Neurology; Psychiatry,QE1IG,33012081,,,,2026-05-19,WOS:000585938400001,View Full Record in Web of Science
J,"NAHORSKI, SR; JENKINSON, S; CHALLISS, RAJ",,,,"NAHORSKI, SR; JENKINSON, S; CHALLISS, RAJ",,,DISRUPTION OF PHOSPHOINOSITIDE SIGNALING BY LITHIUM,BIOCHEMICAL SOCIETY TRANSACTIONS,,,English,Article; Proceedings Paper,641ST MEETING OF THE BIOCHEMICAL SOC,"DEC 17-20, 1991","ROYAL HOLLOWAY & BEDFORD NEW COLL, LONDON, ENGLAND",BIOCHEM SOC,ROYAL HOLLOWAY & BEDFORD NEW COLL,,CEREBRAL-CORTEX SLICES; INOSITOL TETRAKISPHOSPHATE ACCUMULATION; POLYPHOSPHATE ACCUMULATION; BOVINE BRAIN; MYOINOSITOL; ISOMERS; CELLS,,,,,"NAHORSKI, SR (corresponding author), UNIV LEICESTER,DEPT PHARMACOL & THERAPEUT,POB 138,MED SCI BLDG,UNIV RD,LEICESTER LE1 9HN,ENGLAND.",,"Challiss, John/A-9412-2008","Challiss, John/0000-0001-5506-2848",Wellcome Trust Funding Source: Medline,Wellcome Trust(Wellcome Trust),,,29,21,23,0,0,PORTLAND PRESS,LONDON,"59 PORTLAND PLACE, LONDON, ENGLAND W1N 3AJ",0300-5127,,,BIOCHEM SOC T,Biochem. Soc. Trans.,MAY,1992,20,2,,,,,430,434,,10.1042/bst0200430,http://dx.doi.org/10.1042/bst0200430,,,5,Biochemistry & Molecular Biology,Conference Proceedings Citation Index - Science (CPCI-S); Science Citation Index Expanded (SCI-EXPANDED),Biochemistry & Molecular Biology,HV728,1327919,,,,2026-05-19,WOS:A1992HV72800046,View Full Record in Web of Science
J,"REGHUNANDANAN, V; BADGAIYAN, RD; MARYA, RK; REGHUNANDANAN, R; MAINI, BK",,,,"REGHUNANDANAN, V; BADGAIYAN, RD; MARYA, RK; REGHUNANDANAN, R; MAINI, BK",,,LITHIUM-CHLORIDE SCN INJECTION ALTERS THE CIRCADIAN-RHYTHM OF FOOD-INTAKE,CHRONOBIOLOGY INTERNATIONAL,,,English,Article,,,,,,,,,Effect of lithium injections through chronically implanted cannulae into the bilateral superachiasmatic nuclei (SCN) on the circadian rhythm of food intake was investigated in the rat. It was observed that the circadian rhythm was disrupted by injections of lithium at the beginning of the light as well as the dark phase of the LD cycle. In either case the percentage of the food consumed during the 12-hr light period increased while that during the dark period decreased without any significant change in the total daily intake. Disruptions in the circadian rhythm of food intake failed to show any dose-response relation. Injections of saline into the SCN or lithium into the nearby SCN area did not produce a disruption of the circadian rhythm of food intake.,,,"REGHUNANDANAN, V (corresponding author), MED COLL ROHTAK, DEPT PHYSIOL, HARYANA PIN 124001, INDIA.",,"Badgaiyan, Rajendra/B-8183-2012",,,,,,0,9,9,0,1,TAYLOR & FRANCIS INC,PHILADELPHIA,"530 WALNUT STREET, STE 850, PHILADELPHIA, PA 19106 USA",0742-0528,1525-6073,,CHRONOBIOL INT,Chronobiol. Int.,,1989,6,2,,,,,123,+,,10.3109/07420528909064622,http://dx.doi.org/10.3109/07420528909064622,,,1,Biology; Physiology,Science Citation Index Expanded (SCI-EXPANDED),Life Sciences & Biomedicine - Other Topics; Physiology,AA607,2545362,,,,2026-05-19,WOS:A1989AA60700003,View Full Record in Web of Science
J,"Vertkov, A; Luyblinski, I; Evtikhin, V; Mazzitelli, G; Apicella, ML; Lazarev, V; Alekseyev, A; Khonlyakov, S",,,,"Vertkov, A.; Luyblinski, I.; Evtikhin, V.; Mazzitelli, G.; Apicella, M. L.; Lazarev, V.; Alekseyev, A.; Khonlyakov, S.",,,Technological aspects of liquid lithium limiter experiment on FTU tokamak,FUSION ENGINEERING AND DESIGN,,,English,Article; Proceedings Paper,24th Symposium on Fusion Technology (SOFT-24),"SEP 11-15, 2006","Warsaw, POLAND",,,plasma facing components; liquid lithium; wall conditioning; FTU,CAPILLARY-PORE SYSTEMS; FUSION-REACTOR DIVERTOR,,"A liquid lithium limiter (LLL) with a total area of 170 cm(2) and lithium amount of congruent to 80 g based on lithium filled capillary-pore system (CPS) as an advanced plasma facing material has been tested for the first time on the medium size high magnetic field tokamak FTU. The main technological aims of the experiment were to test: the compatibility of lithium CPS in real plasma tokamak conditions; the capacity of CPS to self-regenerate an exposed surface and to confine lithium during normal plasma operations and disruptions; the capability to withstand high heat loads without damage of limiter surface. Lithium CPS advantages, experimental base for the tokamak application, general description of LLL design and preparation method were described. No anomalous phenomenon like lithium bloom has occurred in the plasma and no damage of CPS surface and LLL structure has been observed after similar to 60 discharges with power flux up to 5 MW/m(2), as well as on plasma disruptions. Self-restoring of lithium surface has been confirmed. LLL application as a conditioning element with depositing a lithium film on the walls (litization) has resulted in radiation losses, plasma contamination and D-2 recycling reduction. Perspectives of lithium CPS application for further fusion reactors have been considered. (c) 2007 Elsevier B.V. All rights reserved.","FSUE Red Star, Moscow 115230, Russia; EURATOM, ENEA, I-00044 Frascati, Italy; TRINITY, Moscow 1421909, Russia; RDIPE, Moscow 101000, Russia",Italian National Agency New Technical Energy & Sustainable Economics Development; Italian National Agency New Technical Energy & Sustainable Economics Development; Euratom,"Vertkov, A (corresponding author), FSUE Red Star, Electlitnij Proezd 1a, Moscow 115230, Russia.",avertkov@mtu-net.ru,"Vertkov, Alexey/JTS-9864-2023","Vertkov, Alexey/0000-0001-7164-2316",,,,,19,20,26,0,13,ELSEVIER SCIENCE SA,LAUSANNE,"PO BOX 564, 1001 LAUSANNE, SWITZERLAND",0920-3796,,,FUSION ENG DES,Fusion Eng. Des.,OCT,2007,82,15-24,,,,,1627,1633,,10.1016/j.fusengdes.2007.05.009,http://dx.doi.org/10.1016/j.fusengdes.2007.05.009,,,7,Nuclear Science & Technology,Conference Proceedings Citation Index - Science (CPCI-S); Science Citation Index Expanded (SCI-EXPANDED),Nuclear Science & Technology,231WO,,,,,2026-05-19,WOS:000250980100002,View Full Record in Web of Science
J,"Cheng, AL; Fuchs, ERH; Karplus, VJ; Michalek, JJ",,,,"Cheng, Anthony L.; Fuchs, Erica R. H.; Karplus, Valerie J.; Michalek, Jeremy J.",,,Electric vehicle battery chemistry affects supply chain disruption vulnerabilities,NATURE COMMUNICATIONS,,,English,Article,,,,,,,GLOBAL LITHIUM FLOW; EFFICIENCY; NICKEL,,"We examine the relationship between electric vehicle battery chemistry and supply chain disruption vulnerability for four critical minerals: lithium, cobalt, nickel, and manganese. We compare the nickel manganese cobalt (NMC) and lithium iron phosphate (LFP) cathode chemistries by (1) mapping the supply chains for these four materials, (2) calculating a vulnerability index for each cathode chemistry for various focal countries and (3) using network flow optimization to bound uncertainties. World supply is currently vulnerable to disruptions in China for both chemistries: 80% [71% to 100%] of NMC cathodes and 92% [90% to 93%] of LFP cathodes include minerals that pass through China. NMC has additional risks due to concentrations of nickel, cobalt, and manganese in other countries. The combined vulnerability of multiple supply chain stages is substantially larger than at individual steps alone. Our results suggest that reducing risk requires addressing vulnerabilities across the entire battery supply chain. Electric vehicle battery supply chains are currently vulnerable to supply disruptions in China, but research shows that the cumulative effect of multiple supply chain steps creates additional vulnerabilities across multiple critical battery minerals.","[Cheng, Anthony L.; Fuchs, Erica R. H.; Karplus, Valerie J.; Michalek, Jeremy J.] Carnegie Mellon Univ, Dept Engn & Publ Policy, Pittsburgh, PA 15213 USA; [Karplus, Valerie J.] Carnegie Mellon Univ, Wilton E Scott Inst Energy Innovat, Pittsburgh, PA USA; [Michalek, Jeremy J.] Carnegie Mellon Univ, Dept Mech Engn, Pittsburgh, PA 15213 USA; [Michalek, Jeremy J.] Carnegie Mellon Univ, Dept Civil & Environm Engn, Pittsburgh, PA 15213 USA",Carnegie Mellon University; Carnegie Mellon University; Carnegie Mellon University; Carnegie Mellon University,"Michalek, JJ (corresponding author), Carnegie Mellon Univ, Dept Engn & Publ Policy, Pittsburgh, PA 15213 USA.;Michalek, JJ (corresponding author), Carnegie Mellon Univ, Dept Mech Engn, Pittsburgh, PA 15213 USA.;Michalek, JJ (corresponding author), Carnegie Mellon Univ, Dept Civil & Environm Engn, Pittsburgh, PA 15213 USA.",jmichalek@cmu.edu,"; Cheng, Anthony/NFS-8664-2025","Michalek, Jeremy/0000-0001-7678-8197; Cheng, Anthony/0000-0001-7410-576X","Carnegie Mellon University College of Engineering Moonshot Award for Engineering Competitiveness: Critical Technologies, Supply Chains and Infrastructure; Carnegie Mellon University College of Engineering Moonshot Award [2241237]; National Science Foundation [DGE2140739]; National Science Foundation Graduate Research Fellowship; Fuchs, Karplus (LEO)","Carnegie Mellon University College of Engineering Moonshot Award for Engineering Competitiveness: Critical Technologies, Supply Chains and Infrastructure(Carnegie Mellon University); Carnegie Mellon University College of Engineering Moonshot Award(Carnegie Mellon University); National Science Foundation(National Science Foundation (NSF)); National Science Foundation Graduate Research Fellowship(National Science Foundation (NSF)); Fuchs, Karplus (LEO)","This research was supported by the 2021 Carnegie Mellon University College of Engineering Moonshot Award for Engineering Competitiveness: Critical Technologies, Supply Chains, and Infrastructure, the National Science Foundation Award # 2241237, and the National Science Foundation Graduate Research Fellowship under Grant # DGE2140739. We would like to acknowledge Paulina Jaramillo, Elsa Olivetti, Katie Whitefoot, and Jared Cohon for feedback that helped us improve initial drafts of this article, the Fuchs, Karplus (LEO), and Michalek (VEG) research groups for their feedback throughout the development of this work, and Ryan Liu for his discussions about maximum flow algorithms. We acknowledge the use of ChatGPT as a support tool to generate code snippets and help debug code issues.",,67,234,254,80,327,NATURE PORTFOLIO,BERLIN,"HEIDELBERGER PLATZ 3, BERLIN, 14197, GERMANY",,2041-1723,,NAT COMMUN,Nat. Commun.,MAR 8,2024,15,1,,,,,,,2143,10.1038/s41467-024-46418-1,http://dx.doi.org/10.1038/s41467-024-46418-1,,,11,Multidisciplinary Sciences,Science Citation Index Expanded (SCI-EXPANDED),Science & Technology - Other Topics,KQ7C3,38459029,"Green Submitted, gold",Y,Y,2026-05-19,WOS:001181488200011,View Full Record in Web of Science
J,"Whyte, DG; Evans, TE; Wong, CPC; West, WP; Bastasz, R; Allain, JP; Brooks, JN",,,,"Whyte, DG; Evans, TE; Wong, CPC; West, WP; Bastasz, R; Allain, JP; Brooks, JN",,,Experimental observations of lithium as a plasma-facing surface in the DIII-D tokamak divertor,FUSION ENGINEERING AND DESIGN,,,English,Article,,,,,,fusion; divertor; plasma-facing component; lithium; liquid; MHD; disruption,ENHANCED PERFORMANCE; EROSION; OPERATION,,"Several experiments exposing a 5 cm 2 solid and liquid lithium to the divertor plasma of the DIII-D are described. The divertor plasma strikepoint cleans and conditions the initially solid lithium surface. The effective sputtering rate and transport of lithium was found to be acceptable. Lithium has a sputtering yield of solid lithium < 10% for T-e similar to20 eV. The sputtered lithium is ionized in a short distance from the divertor and promptly redeposited. Experiments and modeling show the sputtered lithium is well shielded by the divertor plasma. The behavior of the liquefied lithium was dominated by its macroscopic movement and injection into the plasma caused by J x B magnetchydrodynamic (MHD) forces. Plasma MHD events, such as edge localized modes (ELMs) and locked modes, are found to provide simultaneously the energy to melt the lithium and the transiently high scrapeoff layer (SOL) currents to cause the J x B motion. The macroscopic removal of lithium from the small sample, comprising <1/1000th of the wetted divertor area, leads to measurable contamination of the core plasma by lithium. The quantity of injected lithium was sufficient to degrade confinement and/or cause disruptions. These observations indicate that surface stability and MHD motion are the most critical issues with regard to liquid-metal divertor surfaces. (C) 2004 Elsevier B.V. All rights reserved.","Univ Wisconsin, Madison, WI 53706 USA; Gen Atom Co, San Diego, CA USA; Sandia Natl Labs, Livermore, CA USA; Argonne Natl Lab, Argonne, IL 60439 USA",University of Wisconsin System; University of Wisconsin Madison; General Atomics & Affiliated Companies; United States Department of Energy (DOE); Sandia National Laboratories; United States Department of Energy (DOE); Argonne National Laboratory,"Whyte, DG (corresponding author), Univ Wisconsin, 1500 Engn Dr, Madison, WI 53706 USA.",whyte@engr.wisc.edu,"Evans, Todd/E-9891-2013","Allain, Jean Paul/0000-0003-1348-262X",,,,,15,51,66,1,24,ELSEVIER SCIENCE SA,LAUSANNE,"PO BOX 564, 1001 LAUSANNE, SWITZERLAND",0920-3796,1873-7196,,FUSION ENG DES,Fusion Eng. Des.,NOV,2004,72,1-3,,,,,133,147,,10.1016/j.fusengdes.2004.07.014,http://dx.doi.org/10.1016/j.fusengdes.2004.07.014,,,15,Nuclear Science & Technology,Science Citation Index Expanded (SCI-EXPANDED),Nuclear Science & Technology,871OH,,,,,2026-05-19,WOS:000225142500009,View Full Record in Web of Science
J,"CANNON, DS; BAKER, TB; BERMAN, RF",,,,"CANNON, DS; BAKER, TB; BERMAN, RF",,,TASTE-AVERSION DISRUPTION BY DRUG PRETREATMENT - DISSOCIATIVE AND DRUG-SPECIFIC EFFECTS,PHARMACOLOGY BIOCHEMISTRY AND BEHAVIOR,,,English,Article,,,,,,,,,"Disruption of taste aversion learning [in rats] following the administration of the same drug prior to and during conditioning (intra-agent disruption) was shown to be greater than disruption following the administration of 1 drug prior to conditioning and another during conditioning (inter-agent disruption). Comparable dosages of ethanol and lithium chloride served as unconditioned stimuli. Inter-agent disruptions are attributed to a dissociation of conditioned and unconditioned stimuli, while intra-agent disruptions are attributed to both a dissociative effect and drug-specific effects. Intra-agent disruption was correlated with an independent measure of tolerance, suggesting tolerance constitutes at least a portion of the drug-specific effects.","VET ADM HOSP, ALCOHOL RES 3D, SALT LAKE CITY, UT 84148 USA",US Department of Veterans Affairs; Veterans Health Administration (VHA),,,,,,,,,30,37,39,0,1,PERGAMON-ELSEVIER SCIENCE LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",0091-3057,1873-5177,,PHARMACOL BIOCHEM BE,Pharmacol. Biochem. Behav.,,1977,6,1,,,,,93,100,,10.1016/0091-3057(77)90164-2,http://dx.doi.org/10.1016/0091-3057(77)90164-2,,,8,Behavioral Sciences; Neurosciences; Pharmacology & Pharmacy,Science Citation Index Expanded (SCI-EXPANDED),Behavioral Sciences; Neurosciences & Neurology; Pharmacology & Pharmacy,DB663,850692,,,,2026-05-19,WOS:A1977DB66300014,View Full Record in Web of Science
